Season,Site,CoreName,CoreNo,TimePt,conc_O2
Summer15,Carrot,HO,2,5,3.659892985
Summer15,Carrot,HO,3,5,1.457013951
Summer15,Carrot,MM,1,5,4.845453314
Summer15,Carrot,MM,2,5,5.187471948
Summer15,Carrot,MM,3,5,4.945816344
Summer15,Carrot,LO,1,6,4.348947156
Summer15,Carrot,LO,2,6,5.188086778
Summer15,Carrot,LO,3,6,5.335520459
Summer15,Carrot,HO,1,6,3.106012637
Summer15,Carrot,HO,2,6,3.183702876
Summer15,Carrot,HO,3,6,0.740918195
Summer15,Carrot,MM,1,6,4.56117544
Summer15,Carrot,MM,2,6,5.075132071
Summer15,Carrot,MM,3,6,4.764990252
Summer15,NOAA,LO,1,1,5.633532181
Summer15,NOAA,LO,2,1,5.376634928
Summer15,NOAA,LO,3,1,5.387265144
Summer15,NOAA,HO,1,1,5.641777774
Summer15,NOAA,HO,2,1,2.778166794
Summer15,NOAA,HO,3,1,5.514465917
Summer15,NOAA,MM,1,1,6.135068035
Summer15,NOAA,MM,2,1,3.526694547
Summer15,NOAA,MM,3,1,3.056437602
Summer15,NOAA,LO,1,2,5.406607249
Summer15,NOAA,LO,2,2,5.399222586
Summer15,NOAA,LO,3,2,5.399399565
Summer15,NOAA,HO,1,2,5.546086705
Summer15,NOAA,HO,2,2,2.581476345
Summer15,NOAA,HO,3,2,5.398820001
Summer15,NOAA,MM,1,2,2.456006596
Summer15,NOAA,MM,2,2,3.229147248
Summer15,NOAA,MM,3,2,2.80174468
Summer15,NOAA,LO,1,3,4.695743428
Summer15,NOAA,LO,2,3,4.243347897
Summer15,NOAA,LO,3,3,5.246975896
Summer15,NOAA,HO,1,3,5.282344614
Summer15,NOAA,HO,2,3,0.957976365
Summer15,NOAA,HO,3,3,5.141376375
Summer15,NOAA,MM,1,3,0.522667124
Summer15,NOAA,MM,2,3,1.960370262
Summer15,NOAA,MM,3,3,1.601718474
Summer15,NOAA,LO,1,4,4.607768486
Summer15,NOAA,LO,2,4,4.058653474
Summer15,NOAA,LO,3,4,5.182225893
Summer15,NOAA,HO,1,4,5.239193402
Summer15,NOAA,HO,2,4,0.810664289
Summer15,NOAA,HO,3,4,4.932581539
Summer15,NOAA,MM,1,4,0.543961978
Summer15,NOAA,MM,2,4,1.787206633
Summer15,NOAA,MM,3,4,1.494654689
Summer15,NOAA,LO,1,5,4.5203728
Summer15,NOAA,LO,2,5,3.697456426
Summer15,NOAA,LO,3,5,5.031048183
Summer15,NOAA,HO,1,5,4.908232021
Summer15,NOAA,HO,2,5,0.388881946
Summer15,NOAA,HO,3,5,4.139335046
Summer15,NOAA,MM,1,5,0.38640972
Summer15,NOAA,MM,2,5,1.5332107
Summer15,NOAA,MM,3,5,1.098203468
Summer15,Army,LO,1,1,3.08166252
Summer15,Army,LO,2,1,5.146364325
Summer15,Army,LO,3,1,5.162113851
Summer15,Army,HO,1,1,4.652391293
Summer15,Army,HO,2,1,5.369905607
Summer15,Army,HO,3,1,4.843138854
Summer15,Army,MM,1,1,4.311406532
Summer15,Army,MM,2,1,5.01824484
Summer15,Army,MM,3,1,3.831144375
Summer15,Army,LO,1,2,3.348135514
Summer15,Army,LO,2,2,5.624200871
Summer15,Army,LO,3,2,5.673961149
Summer15,Army,HO,1,2,5.363462926
Summer15,Army,HO,2,2,5.597080172
Summer15,Army,HO,3,2,5.035069115
Summer15,Army,MM,1,2,4.448777012
Summer15,Army,MM,2,2,5.552335579
Summer15,Army,MM,3,2,4.758674953
Summer15,Army,LO,1,3,3.513127665
Summer15,Army,LO,2,3,5.622227721
Summer15,Army,LO,3,3,5.676012349
Summer15,Army,HO,1,3,5.300715162
Summer15,Army,HO,2,3,5.57067904
Summer15,Army,HO,3,3,4.969727725
Summer15,Army,MM,1,3,4.519191926
Summer15,Army,MM,2,3,5.622201107
Summer15,Army,MM,3,3,5.337341209
Summer15,Army,LO,1,4,1.922107448
Summer15,Army,LO,2,4,5.128773727
Summer15,Army,LO,3,4,5.118065804
Summer15,Army,HO,1,4,4.387767405
Summer15,Army,HO,2,4,4.636662866
Summer15,Army,HO,3,4,1.011562088
Summer15,Army,MM,1,4,3.332674665
Summer15,Army,MM,2,4,4.343989855
Summer15,Army,MM,3,4,3.655334387
Summer15,Army,LO,1,5,2.365684057
Summer15,Army,LO,2,5,5.099387278
Summer15,Army,LO,3,5,5.189415862
Summer15,Army,HO,1,5,4.672088478
Summer15,Army,HO,2,5,4.663768893
Summer15,Army,HO,3,5,2.336779048
Summer15,Army,MM,1,5,3.56051546
Summer15,Army,MM,2,5,4.270353233
Summer15,Army,MM,3,5,4.537083496
Summer15,Army,LO,1,6,1.827863643
Summer15,Army,LO,2,6,5.118109748
Summer15,Army,LO,3,6,5.307949291
Summer15,Army,HO,1,6,4.277136926
Summer15,Army,HO,2,6,4.039777294
Summer15,Army,HO,3,6,1.296450964
Summer15,Army,MM,1,6,3.130917812
Summer15,Army,MM,2,6,2.94419307
Summer15,Army,MM,3,6,4.115321795
