Season,Site,CoreName,CoreNo,TimePt,N2Flux
Summer15,Carrot,HO,3,4,-40.71570945
Summer15,Army,MM,1,5,35.05920677
Summer15,Army,MM,2,5,11.06977745
Summer15,Army,MM,3,5,12.90125954
Summer15,Army,LO,1,5,24.24575034
Summer15,Army,LO,2,5,25.43804981
Summer15,Army,LO,3,5,18.65657903
Summer15,Army,HO,1,5,30.69155984
Summer15,Army,HO,2,5,24.26484352
Summer15,Army,HO,3,5,24.31771403
Summer15,Carrot,MM,1,5,19.59669473
Summer15,Carrot,MM,2,5,1.324137186
Summer15,Carrot,MM,3,5,-6.082044467
Summer15,Carrot,LO,1,5,9.590846993
Summer15,Carrot,LO,2,5,-2.821411688
Summer15,Carrot,LO,3,5,-7.191973343
Summer15,Carrot,HO,1,5,24.81215601
Summer15,Carrot,HO,2,5,21.02078127
Summer15,Carrot,HO,3,5,-12.45508689
Summer15,Army,MM,1,6,20.69347128
Summer15,Army,MM,2,6,24.57041762
Summer15,Army,MM,3,6,12.9432773
Summer15,Army,LO,1,6,27.87015694
Summer15,Army,LO,2,6,21.83125662
Summer15,Army,LO,3,6,18.40052956
Summer15,Army,HO,1,6,26.17037717
Summer15,Army,HO,2,6,27.70018885
Summer15,Army,HO,3,6,12.85141143
Summer15,Carrot,MM,1,6,25.80562331
Summer15,Carrot,MM,2,6,-0.048887921
Summer15,Carrot,MM,3,6,-2.483508841
Summer15,Carrot,LO,1,6,3.154364272
Summer15,Carrot,LO,2,6,-4.448755028
Summer15,Carrot,LO,3,6,-1.69824651
Summer15,Carrot,HO,1,6,25.02289159
Summer15,Carrot,HO,2,6,25.8172231
Summer15,Carrot,HO,3,6,-24.81275823
Summer15,NOAA,MM,1,1,7.514601403
Summer15,NOAA,MM,2,1,22.4497649
Summer15,NOAA,MM,3,1,22.48736249
Summer15,NOAA,LO,1,1,19.54255812
Summer15,NOAA,LO,2,1,16.8606414
Summer15,NOAA,LO,3,1,12.69270497
Summer15,NOAA,HO,1,1,2.016807501
Summer15,NOAA,HO,2,1,6.252328645
Summer15,NOAA,HO,3,1,-4.541249162
Summer15,IMS,MM,1,1,54.74180873
Summer15,IMS,MM,2,1,-1.878535118
Summer15,IMS,MM,3,1,6.594389124
Summer15,IMS,LO,1,1,2.346304852
Summer15,IMS,LO,2,1,-13.2422715
Summer15,IMS,LO,3,1,2.027175316
Summer15,IMS,HO,1,1,14.93703538
Summer15,IMS,HO,2,1,9.063312515
Summer15,IMS,HO,3,1,3.34146472
Summer15,NOAA,MM,1,2,31.34321826
Summer15,NOAA,MM,2,2,20.01419169
Summer15,NOAA,MM,3,2,32.71746893
Summer15,NOAA,LO,1,2,37.23132074
Summer15,NOAA,LO,2,2,31.21954259
Summer15,NOAA,LO,3,2,23.31975881
Summer15,NOAA,HO,1,2,19.21222867
Summer15,NOAA,HO,2,2,26.54880178
Summer15,NOAA,HO,3,2,12.72246151
Summer15,IMS,MM,1,2,73.76703949
Summer15,IMS,MM,2,2,6.221999433
Summer15,IMS,MM,3,2,13.54549821
Summer15,IMS,LO,1,2,13.2080981
Summer15,IMS,LO,2,2,-7.221382107
Summer15,IMS,LO,3,2,7.803504681
Summer15,IMS,HO,1,2,25.91301437
Summer15,IMS,HO,2,2,24.76030146
Summer15,IMS,HO,3,2,16.65486821
Summer15,NOAA,MM,1,3,-23.06240809
Summer15,NOAA,MM,2,3,16.92394979
Summer15,NOAA,MM,3,3,9.682286944
Summer15,NOAA,LO,1,3,26.1469261
Summer15,NOAA,LO,2,3,21.82807358
Summer15,NOAA,LO,3,3,5.414363455
Summer15,NOAA,HO,1,3,10.57564085
Summer15,NOAA,HO,2,3,-27.6038432
Summer15,NOAA,HO,3,3,5.092068026
Summer15,IMS,MM,1,3,88.68996498
Summer15,IMS,MM,2,3,4.772397163
Summer15,IMS,MM,3,3,6.494897895
Summer15,IMS,LO,1,3,3.617519616
Summer15,IMS,LO,2,3,-21.68611874
Summer15,IMS,LO,3,3,-54.81393889
Summer15,IMS,HO,1,3,32.81910064
Summer15,IMS,HO,2,3,21.87935593
Summer15,IMS,HO,3,3,11.029389
Summer15,NOAA,MM,1,4,-20.79176793
Summer15,NOAA,MM,2,4,5.134112044
Summer15,NOAA,MM,3,4,-0.278408016
Summer15,NOAA,LO,1,4,35.20369261
Summer15,NOAA,LO,2,4,30.11522276
Summer15,NOAA,LO,3,4,11.08686881
Summer15,NOAA,HO,1,4,16.67554953
Summer15,NOAA,HO,2,4,-45.04277722
Summer15,NOAA,HO,3,4,0.759086631
Summer15,IMS,MM,1,4,89.675936
Summer15,IMS,MM,2,4,1.517097033
Summer15,IMS,MM,3,4,6.516550798
Summer15,IMS,LO,1,4,1.927636746
Summer15,IMS,LO,2,4,-20.6010164
Summer15,IMS,LO,3,4,-76.31474569
Summer15,IMS,HO,1,4,38.33239032
Summer15,IMS,HO,2,4,30.25328591
Summer15,IMS,HO,3,4,15.74613961
Summer15,NOAA,MM,1,5,-17.72441775
Summer15,NOAA,MM,2,5,12.31052337
Summer15,NOAA,MM,3,5,2.693288713
Summer15,NOAA,LO,1,5,37.63676142
Summer15,NOAA,LO,2,5,39.41665601
Summer15,NOAA,LO,3,5,13.10346686
Summer15,NOAA,HO,1,5,12.00477743
Summer15,NOAA,HO,2,5,-52.02336367
Summer15,NOAA,HO,3,5,16.9234863
Summer15,IMS,MM,1,5,79.56372577
Summer15,IMS,MM,2,5,3.995227752
Summer15,IMS,MM,3,5,1.853639486
Summer15,IMS,LO,1,5,6.851555604
Summer15,IMS,LO,2,5,-14.77245788
Summer15,IMS,LO,3,5,-69.15472334
Summer15,IMS,HO,1,5,43.64254765
Summer15,IMS,HO,2,5,28.18740664
Summer15,IMS,HO,3,5,19.70962609
